"","tractce10","lon","lat","conservation","roofs_2012"
"339",222800,-87.715095323145,41.9154348687417,0,0
"340",161100,-87.7381512456978,41.9498770894254,0,0
"341",161200,-87.738570073837,41.9425489095774,0,0
"342",161300,-87.7310023042273,41.9426994022215,0,0
"343",650100,-87.7178561736991,41.7823761796629,0,0
"344",330200,-87.6305353598534,41.8613411477191,0,1
"345",420600,-87.6132776936842,41.7830134820436,0,0
"346",420700,-87.6106932538073,41.7766914159628,0,0
"347",661000,-87.6850446916029,41.7618184921359,0,1
"348",823304,-87.7027707110358,41.6814159997203,0,0
"349",10100,-87.6698441673476,42.0212616539055,1,1
"350",230300,-87.7149889423068,41.9118173029595,0,0
"351",640400,-87.7912474032314,41.781178373014,0,1
"352",640500,-87.7909878767996,41.7756824776584,0,0
"353",640700,-87.7519346797823,41.7764110158736,0,0
"354",151200,-87.7714953462445,41.9421689506555,0,0
"355",310800,-87.6685737433058,41.855933661363,0,0
"356",660400,-87.7080440755846,41.7825320769682,0,0
"357",670400,-87.6717697722237,41.7902996192267,0,0
"358",340400,-87.6320352384491,41.8418849970648,0,0
"359",420800,-87.6032569261071,41.7769097179512,0,0
"360",421200,-87.6089659626267,41.77065691979,0,1
"361",661100,-87.7026881433527,41.7607874278421,0,0
"362",222500,-87.6995963560222,41.9157075394272,0,0
"363",190200,-87.751648927779,41.9351136358799,0,0
"364",390600,-87.594350402626,41.8060180697627,0,0
"365",10300,-87.6665350753443,42.0159407075804,1,0
"366",10600,-87.6676832664689,42.0062783485126,1,0
"367",20200,-87.6995191435023,42.0156903113594,1,0
"368",150800,-87.7521181605265,41.9497085789761,0,0
"369",151100,-87.7617175165892,41.9422903089274,0,0
"370",230100,-87.7043680918031,41.9120285951455,0,0
"371",160100,-87.74279508332,41.9646284145044,0,0
"372",160200,-87.738402081962,41.9587908828875,0,0
"373",160400,-87.7228238519754,41.9573657363357,0,0
"374",310600,-87.65956569038,41.8563347633557,0,2
"375",310900,-87.6746740986404,41.8557716067441,0,0
"376",320400,-87.6173667364916,41.8777214676065,0,3
"377",61500,-87.6615446964741,41.9452817587017,1,0
"378",320600,-87.6168817975877,41.8711375208881,0,4
"379",740300,-87.710723270899,41.6950694010662,0,0
"380",660700,-87.6810954582121,41.7738452122022,0,1
"381",222700,-87.7101913827482,41.9154908475256,0,0
"382",221200,-87.7046499503005,41.9210830593363,0,0
"383",160700,-87.701983313658,41.9504189805683,0,0
"384",222200,-87.6838262037361,41.9159095412319,0,0
"385",340500,-87.6329169336695,41.8345181342889,0,0
"386",330100,-87.6152944400022,41.8593896626535,0,14
"387",340300,-87.6357909676674,41.8428084725503,0,0
"388",350400,-87.6283694908903,41.8419290514721,0,0
"389",750500,-87.671233286522,41.6846159200159,0,3
"390",750400,-87.6850710520905,41.6856566468328,0,0
"391",750200,-87.6714251159441,41.6956649679555,0,0
"392",430200,-87.5813482992587,41.769731349821,0,0
"393",660800,-87.6932655572793,41.7736412531648,0,0
"394",660900,-87.6979987304735,41.7681043055697,0,2
"395",670200,-87.6620626455975,41.7904247310258,0,0
"396",670300,-87.6669166899339,41.7903575846216,0,0
"397",222600,-87.7044797150201,41.9156387600843,0,0
"398",230400,-87.7215396855507,41.9118319772859,0,0
"399",170400,-87.8127106840398,41.9489080842784,0,0
"400",380700,-87.6237679778302,41.813806021946,0,0
"401",381900,-87.6138884829776,41.8039556744734,0,0
"402",390200,-87.5994765287982,41.8130409876209,0,0
"403",171000,-87.7965237586247,41.9418072006747,0,0
"404",180100,-87.798673101362,41.9344788960524,0,0
"405",390300,-87.6042089013278,41.8132005641701,0,0
"406",390700,-87.5825418895774,41.8063785856095,0,0
"407",400300,-87.6131833243215,41.793103919871,0,0
"408",400400,-87.6183210524325,41.7911261406969,0,0
"409",400500,-87.6231791399103,41.791041401876,0,0
"410",400800,-87.6205580031415,41.782863331828,0,0
"411",410100,-87.5793227088071,41.8014969311448,0,1
"412",440300,-87.6195319491728,41.7437378827094,0,0
"413",440700,-87.609629360024,41.7347514260168,0,0
"414",430800,-87.5712982628807,41.7607500252836,0,0
"415",671800,-87.6564480742766,41.7614009724259,0,0
"416",680500,-87.6523524361078,41.790563931166,0,0
"417",681100,-87.6493595595393,41.768766499512,0,0
"418",200100,-87.7376041590068,41.9350480906287,0,0
"419",410200,-87.5942678019555,41.80166753481,0,0
"420",680600,-87.6521652429465,41.7832810820229,0,0
"421",170600,-87.8307017429751,41.9412942067652,0,0
"422",380500,-87.6277942426122,41.8200987997132,0,0
"423",381700,-87.6274462773946,41.8055501820564,0,0
"424",430300,-87.5893535734259,41.7696911012697,0,0
"425",430700,-87.5592324235169,41.7651433557479,0,1
"426",430900,-87.5811851433612,41.7606409809456,0,0
"427",431200,-87.5711843396151,41.7553010947429,0,0
"428",431400,-87.5472254282034,41.7596850476217,0,1
"429",230800,-87.7149562714133,41.9058650529542,0,0
"430",231100,-87.7150683656662,41.8992541877146,0,0
"431",170900,-87.8116057425692,41.9361958639347,0,0
"432",210100,-87.7013309166497,41.9428680979551,0,1
"433",420200,-87.5935159671194,41.783458208616,0,1
"434",420300,-87.5986970141638,41.783224063933,0,1
"435",440600,-87.6191603141967,41.7326908897744,0,0
"436",440800,-87.6033280831809,41.7317121873226,0,0
"437",440900,-87.6090057410885,41.7286689903374,0,0
"438",560400,-87.7405767874773,41.8040084779921,0,0
"439",450300,-87.5790891524664,41.7419437756727,0,0
"440",671900,-87.6612802421251,41.7613255885281,0,0
"441",672000,-87.6711284583623,41.7611985721561,0,0
"442",680900,-87.6376321418927,41.7764281528306,0,3
